Unnamed: 0.1,Unnamed: 0,date,team_1,team_2,_map,result_1,result_2,map_winner,starting_ct,ct_1,t_2,t_1,ct_2,event_id,match_id,rank_1,rank_2,map_wins_1,map_wins_2,match_winner,elo_diff,winrate_10_diff,winrate_30_diff,experience_diff,rank_diff,h2h_winrate,team_1_wins
41450,41450,2016-08-27,DarkPassage,Space Soldiers,Dust2,13,16,2,2,11,3,2,13,2356,2304256,90,22,1,2,2,-245.96637320549416,-0.5,-0.38749999999999996,-88,68,0.0,0
41458,41458,2016-08-27,MK,g3x,Cache,12,16,2,2,5,8,7,8,2350,2304254,25,60,12,16,2,142.7296504693452,0.0,0.05384615384615388,32,-35,0.5,0
41466,41466,2016-08-27,Astralis,Heroic,Overpass,13,16,2,2,7,7,6,9,2324,2304258,8,15,1,2,2,109.39545446946795,-0.16666666666666663,-0.23333333333333328,130,-7,0.0,0
41473,41473,2016-08-27,Furious,ProGaming,Train,17,19,2,2,5,10,10,5,2387,2304249,164,224,0,2,2,-2.7335040085167748,0.5,0.5454545454545454,11,-60,0.5,0
41468,41468,2016-08-27,Astralis,Heroic,Dust2,16,4,1,1,13,2,3,2,2324,2304258,8,15,1,2,2,67.64003480386236,-0.25,-0.35,130,-7,0.0,0
41467,41467,2016-08-27,IDM,TeamOne,Cache,16,12,1,1,7,8,9,4,2387,2304251,197,198,1,2,2,47.882319828046775,-0.2,-0.2,-10,-1,0.5,0
41484,41484,2016-08-27,MK,g3x,Train,16,6,1,1,9,6,7,0,2350,2304293,25,60,16,6,1,98.27655156879814,-0.09999999999999998,0.014814814814814836,32,-35,0.0,1
41483,41483,2016-08-27,Dignitas,Rogue,Mirage,16,2,1,2,3,0,13,2,2324,2304259,16,35,2,1,1,96.81695997160318,-0.19999999999999996,-0.033333333333333326,195,-19,0.5,1
41481,41481,2016-08-27,Dignitas,Rogue,Cache,13,16,2,1,8,7,5,9,2324,2304259,16,35,2,1,1,120.1236505599461,-0.09999999999999998,0.0636363636363636,195,-19,1.0,1
41480,41480,2016-08-27,TSM,OpTic,Cobblestone,12,16,2,2,7,6,5,10,2357,2304206,20,23,0,2,2,-93.77638909120878,-0.19999999999999996,-0.06666666666666665,4,-3,1.0,0
41479,41479,2016-08-27,TSM,OpTic,Mirage,12,16,2,2,5,8,7,8,2357,2304206,20,23,0,2,2,-117.34306996257556,-0.29999999999999993,-0.1333333333333333,4,-3,0.8333333333333334,0
41478,41478,2016-08-27,Heroic,Dignitas,Mirage,16,10,1,1,8,7,8,3,2324,2304260,15,16,2,1,1,-127.89980397382465,0.20000000000000007,0.06666666666666676,-202,-1,0.0,1
41482,41482,2016-08-27,ENCE,Echo Fox,Cache,12,16,2,1,4,11,8,5,2350,2304292,28,26,12,16,2,12.452798844308518,-0.29999999999999993,0.033333333333333326,84,2,0.5,0
41476,41476,2016-08-27,Heroic,Dignitas,Cobblestone,19,16,1,1,12,3,3,12,2324,2304260,15,16,2,1,1,-84.62457898474372,0.2333333333333334,0.10000000000000009,-202,-1,0.5,1
41475,41475,2016-08-27,IDM,TeamOne,Cobblestone,7,16,2,2,3,5,4,11,2387,2304251,197,198,1,2,2,11.499905712913687,-0.3,-0.2727272727272727,-10,-1,0.0,0
41474,41474,2016-08-27,IDM,TeamOne,Dust2,10,16,2,2,5,6,5,10,2387,2304251,197,198,1,2,2,-21.55888811317277,-0.4,-0.3333333333333333,-10,-1,0.0,0
41472,41472,2016-08-27,Liquid,Luminosity,Cache,16,11,1,1,5,10,11,1,2357,2304203,7,34,2,0,1,-215.18409144351222,-0.09999999999999998,-0.30000000000000004,-27,-27,0.125,1
41471,41471,2016-08-27,Liquid,Luminosity,Mirage,16,8,1,2,5,4,11,4,2357,2304203,7,34,2,0,1,-165.56249076718245,0.0,-0.2333333333333334,-27,-27,0.2222222222222222,1
41470,41470,2016-08-27,Dignitas,Rogue,Cobblestone,16,13,1,1,11,4,5,9,2324,2304259,16,35,2,1,1,100.0211595087012,0.0,0.11666666666666659,197,-19,1.0,1
41469,41469,2016-08-27,Heroic,Dignitas,Dust2,11,16,2,2,6,6,5,10,2324,2304260,15,16,2,1,1,-56.49795033127839,0.2571428571428571,0.15714285714285714,-203,-1,0.6666666666666666,1
41477,41477,2016-08-27,Furious,ProGaming,Cache,10,16,2,2,6,5,4,11,2387,2304249,164,224,0,2,2,-34.48174417987593,-0.6,-0.5,11,-60,0.0,0
41435,41435,2016-08-28,Cloud9,NRG,Cache,16,10,1,2,6,5,10,5,2357,2304204,14,36,2,0,1,336.82773892058253,0.6,0.4666666666666667,90,-22,1.0,1
41434,41434,2016-08-28,Black Dragons,CNB,Dust2,9,16,2,1,6,9,3,7,2388,2304287,234,161,0,2,2,164.89753948112457,0.0,-0.2222222222222222,-27,73,0.5,0
41433,41433,2016-08-28,Black Dragons,CNB,Cobblestone,6,16,2,1,3,12,3,4,2388,2304287,234,161,0,2,2,118.75612492044729,-0.1,-0.25,-27,73,0.0,0
41432,41432,2016-08-28,Immortals,Selfless,Cache,16,2,1,1,13,2,3,0,2357,2304205,17,47,2,1,1,258.09739528157866,0.7000000000000001,0.4908045977011494,-60,-30,1.0,1
41428,41428,2016-08-28,DarkPassage,Chosen5,Cobblestone,16,7,1,1,9,6,7,1,2356,2304265,90,105,2,0,1,-19.090735179050853,0.04999999999999999,0.04411764705882354,13,-15,0.5,1
41430,41430,2016-08-28,Immortals,Selfless,Cobblestone,16,4,1,2,5,0,11,4,2357,2304205,17,47,2,1,1,269.90947794541194,0.8,0.5333333333333332,-60,-30,1.0,1
41429,41429,2016-08-28,DarkPassage,Chosen5,Dust2,16,4,1,1,11,4,5,0,2356,2304265,90,105,2,0,1,14.66581905035423,0.2,0.1333333333333333,13,-15,1.0,1
41426,41426,2016-08-28,Immortals,Selfless,Mirage,7,16,2,1,3,12,4,4,2357,2304205,17,47,2,1,1,281.0806190002961,0.8,0.5666666666666667,-60,-30,1.0,1
41436,41436,2016-08-28,ALTERNATE aTTaX,MK,Cobblestone,14,16,2,1,8,7,6,9,2350,2304294,31,25,1,2,2,-256.84636124774966,-0.5,-0.43333333333333335,74,6,0.0,0
41431,41431,2016-08-28,Cloud9,NRG,Overpass,16,5,1,2,5,1,11,4,2357,2304204,14,36,2,0,1,344.8766834800647,0.6,0.4666666666666667,90,-22,1.0,1
41437,41437,2016-08-28,ALTERNATE aTTaX,MK,Dust2,16,8,1,1,11,4,5,4,2350,2304294,31,25,1,2,2,-268.72796668456635,-0.5,-0.43333333333333335,74,6,0.0,0
41427,41427,2016-08-28,ALTERNATE aTTaX,MK,Overpass,2,16,2,1,2,13,0,3,2350,2304294,31,25,1,2,2,-279.9619632056713,-0.5,-0.4666666666666667,74,6,0.0,0
41439,41439,2016-08-28,ANOX,ArchAngels,Train,8,16,2,2,3,6,5,10,2384,2304308,98,61,8,16,2,84.93772360755133,0.2,0.16666666666666666,-6,37,0.5,0
41438,41438,2016-08-28,Black Dragons,TRS,Mirage,16,10,1,2,8,3,8,7,2387,2304250,234,163,1,2,2,-44.336150352472714,0.0,0.0,2,71,0.5,0
41448,41448,2016-08-28,Immortals,Cloud9,Overpass,8,16,2,2,3,6,5,10,2357,2304298,17,14,0,2,2,-5.730903629779277,0.20000000000000007,0.16666666666666674,-137,3,0.0,0
41449,41449,2016-08-28,Immortals,Cloud9,Train,5,16,2,1,5,10,0,6,2357,2304298,17,14,0,2,2,-37.20311576516906,0.10000000000000009,0.13333333333333341,-137,3,0.0,0
41446,41446,2016-08-28,Black Dragons,TRS,Cobblestone,8,16,2,2,1,8,7,8,2387,2304250,234,163,1,2,2,-72.27466217687811,-1.0,-1.0,2,71,0.0,0
41445,41445,2016-08-28,Liquid,OpTic,Mirage,16,4,1,1,11,4,5,0,2357,2304299,7,23,2,0,1,63.77841882151142,-0.20000000000000007,0.0,43,-16,0.2857142857142857,1
41447,41447,2016-08-28,Black Dragons,TRS,Dust2,9,16,2,2,8,2,1,14,2387,2304250,234,163,1,2,2,-97.7123068515209,-1.0,-1.0,2,71,0.0,0
41443,41443,2016-08-28,ArchAngels,passions,Mirage,16,10,1,2,7,4,9,6,2384,2304317,61,130,16,10,1,-99.65528767036244,0.3,0.2,24,-69,0.5,1
41442,41442,2016-08-28,Space Soldiers,Bravado,Mirage,16,2,1,1,13,2,3,0,2356,2304266,22,79,2,0,1,30.598962248823,-0.19999999999999996,-0.30000000000000004,88,-57,0.5,1
41441,41441,2016-08-28,Space Soldiers,Bravado,Dust2,16,1,1,1,14,1,2,0,2356,2304266,22,79,2,0,1,59.7879577554188,-0.09999999999999998,-0.21111111111111114,88,-57,1.0,1
41440,41440,2016-08-28,HUEHUE,LDLC,Dust2,16,14,1,2,13,2,3,12,2384,2304310,112,92,16,14,1,91.76649289178886,-0.4,-0.3333333333333333,-40,20,0.5,1
41444,41444,2016-08-28,Liquid,OpTic,Cobblestone,16,11,1,1,8,7,8,4,2357,2304299,7,23,2,0,1,89.96931419701878,-0.10000000000000009,0.0,43,-16,0.375,1
41416,41416,2016-08-29,PENTA,Virtus.pro,Cobblestone,7,16,2,1,1,14,6,2,2369,2304269,41,2,7,16,2,-222.25924691191744,-0.09999999999999998,-0.23333333333333328,-38,39,0.5,0
41411,41411,2016-08-29,Epiphany Bolt,Spirit,Mirage,13,16,2,2,10,4,3,12,2269,2304338,74,27,0,2,2,-255.12150626033576,-0.09999999999999998,-0.19999999999999996,-47,47,0.5,0
41412,41412,2016-08-29,Liquid,Cloud9,Dust2,7,16,2,1,4,11,3,5,2357,2304297,7,14,0,2,2,3.554619422416181,0.0,-0.09999999999999998,-8,-7,0.125,0
41414,41414,2016-08-29,Epsilon,PRIDE,Cache,16,8,1,2,5,4,11,4,2380,2304329,18,75,2,0,1,154.10649596975918,-0.10000000000000003,0.2,82,-57,0.5,1
41415,41415,2016-08-29,Epsilon,PRIDE,Mirage,16,9,1,2,9,1,7,8,2380,2304329,18,75,2,0,1,172.7757396743791,0.0,0.2,82,-57,1.0,1
41417,41417,2016-08-29,Epiphany Bolt,Spirit,Cache,20,22,2,1,5,10,10,5,2269,2304338,74,27,0,2,2,-267.09948317715657,-0.30000000000000004,-0.19999999999999996,-47,47,0.0,0
41413,41413,2016-08-29,Liquid,Cloud9,Mirage,7,16,2,1,6,9,1,7,2357,2304297,7,14,0,2,2,-28.772761702663956,-0.09999999999999998,-0.1333333333333333,-8,-7,0.1111111111111111,0
41419,41419,2016-08-29,Virtus.pro,PENTA,Cache,10,16,2,1,8,7,2,9,2369,2304270,2,38,10,16,2,236.18870383440276,0.19999999999999996,0.2666666666666666,38,-36,0.0,0
41420,41420,2016-08-29,GODSENT,Heroic,Dust2,16,3,1,2,4,0,12,3,2395,2304336,3,12,2,0,1,-78.28096593252894,-0.675,-0.44166666666666665,48,-9,0.5,1
41421,41421,2016-08-29,FlipSid3,G2,Nuke,12,16,2,1,8,7,4,9,2369,2304271,14,5,12,16,2,-191.03574581318685,-0.09999999999999998,-0.09999999999999998,-28,9,0.0,0
41422,41422,2016-08-29,G2,FlipSid3,Train,16,6,1,1,11,4,5,2,2369,2304272,5,14,16,6,1,207.0228149467273,0.2,0.13333333333333336,28,-9,0.3333333333333333,1
41423,41423,2016-08-29,PRIDE,Preparation,Mirage,7,16,2,1,6,9,1,7,2269,2304339,61,143,2,1,1,74.83260695631543,0.0,0.06666666666666665,13,-82,0.5,1
41424,41424,2016-08-29,PRIDE,Preparation,Train,16,12,1,1,7,8,9,4,2269,2304339,61,143,2,1,1,100.04490851896799,0.10000000000000003,0.09999999999999998,13,-82,1.0,1
41425,41425,2016-08-29,GODSENT,Heroic,Train,16,6,1,1,10,5,6,1,2395,2304336,3,12,2,0,1,-39.190599072062014,-0.4777777777777778,-0.3111111111111111,48,-9,1.0,1
41418,41418,2016-08-29,PRIDE,Preparation,Cobblestone,16,13,1,1,7,8,9,5,2269,2304339,61,143,2,1,1,123.07693702358029,0.2,0.1333333333333333,13,-82,1.0,1
41378,41378,2016-08-30,TRS,TeamOne,Mirage,16,19,2,2,12,3,3,12,2387,2304337,151,192,0,2,2,36.45652818923509,0.5,0.6153846153846154,-10,-41,0.5,0
41380,41380,2016-08-30,Remo Brave,ProGaming,Mirage,16,9,1,1,9,6,7,3,2387,2304323,162,189,2,0,1,-60.221539957806044,-1.0,-1.0,0,-27,0.5,1
41381,41381,2016-08-30,Liquid,SK,Cobblestone,16,10,1,1,7,8,9,2,2368,2304209,6,1,16,10,1,32.41004268040251,0.20000000000000007,0.0,3,5,0.5,1
41384,41384,2016-08-30,Cloud9,Renegades,Mirage,16,12,1,1,10,5,6,7,2368,2304214,13,22,16,12,1,161.35283112413958,0.4,0.2666666666666666,81,-9,0.8571428571428571,1
41383,41383,2016-08-30,Renegades,Cloud9,Mirage,16,19,2,1,8,7,7,8,2368,2304213,22,13,16,19,2,-179.47531789246818,-0.4,-0.29999999999999993,-81,9,0.0,0
41377,41377,2016-08-30,Winterfox,CLG,Cobblestone,16,13,1,2,10,4,6,9,2368,2304208,57,67,16,13,1,-5.812602542904187,0.3,0.16666666666666669,-74,-10,0.5,1
41385,41385,2016-08-30,NRG,eUnited,Overpass,16,8,1,1,10,5,6,3,2368,2304212,43,76,16,8,1,-127.0948931956566,-0.15,-0.11666666666666667,75,-33,0.5,1
41382,41382,2016-08-30,CLG,Winterfox,Dust2,11,16,2,1,5,10,6,6,2368,2304210,67,57,11,16,2,-26.722707993403674,-0.4,-0.16666666666666669,74,10,0.5,0
41376,41376,2016-08-30,Remo Brave,ProGaming,Dust2,16,13,1,1,8,7,8,6,2387,2304323,162,189,2,0,1,-22.729818732855847,-0.3333333333333333,-0.3333333333333333,0,-27,1.0,1
41372,41372,2016-08-30,SK,Liquid,Mirage,13,16,2,2,3,11,10,5,2368,2304207,1,6,13,16,2,-61.433595941958174,-0.30000000000000004,-0.033333333333333326,-3,-5,1.0,0
41374,41374,2016-08-30,Born Of Fire,VG.CyberZen,Dust2,16,3,1,1,12,3,4,0,2398,2304366,41,33,16,3,1,-246.70944828295137,-0.30000000000000004,-0.33333333333333326,-54,8,0.0,1
41373,41373,2016-08-30,Energy Pacemaker,New4,Mirage,13,16,2,1,8,7,5,9,2398,2304370,85,56,13,16,2,-27.919606606018533,-0.2142857142857143,-0.07142857142857145,-21,29,0.5,0
41371,41371,2016-08-30,FIVE,EHOME,Mirage,14,16,2,1,10,5,4,11,2398,2304369,54,73,14,16,2,-56.40532533172609,-0.19999999999999996,-0.36538461538461536,1,-19,0.5,0
41370,41370,2016-08-30,Skyfire,Parallax,Cobblestone,5,16,2,1,4,11,1,5,2386,2304342,105,66,5,16,2,-180.20204128543537,-0.6000000000000001,-0.36538461538461536,-7,39,0.0,0
41369,41369,2016-08-30,EHOME,New4,Train,3,16,2,2,0,4,3,12,2398,2304350,73,56,3,16,2,63.00715843413127,0.19999999999999996,0.3899204244031831,-16,17,0.5,0
41368,41368,2016-08-30,FIVE,Energy Pacemaker,Train,8,16,2,2,3,6,5,10,2398,2304351,54,85,8,16,2,37.10542626093047,0.25,0.10714285714285715,6,-31,0.5,0
41367,41367,2016-08-30,VG.CyberZen,AllGamers,Cobblestone,16,7,1,2,7,1,9,6,2398,2304348,33,49,16,7,1,144.88425085528115,-0.10000000000000009,0.0888888888888888,82,-16,1.0,1
41366,41366,2016-08-30,BOOT,AllGamers,Cobblestone,3,16,2,2,0,4,3,12,2398,2304365,89,49,3,16,2,-89.31104577784004,-0.19999999999999996,-0.18764302059496568,4,40,0.0,0
41386,41386,2016-08-30,onestop,AVANT,Train,16,5,1,1,11,4,5,1,2386,2304344,97,103,16,5,1,67.72955340485328,0.75,0.75,-6,-6,0.5,1
41375,41375,2016-08-30,BOOT,Born Of Fire,Mirage,4,16,2,2,0,5,4,11,2398,2304349,89,41,4,16,2,-60.69404280895583,0.0,-0.05833333333333335,-22,48,0.0,0
41387,41387,2016-08-30,eUnited,NRG,Mirage,8,16,2,1,4,11,4,5,2368,2304211,76,43,8,16,2,83.88465221642787,0.0,0.06666666666666668,-75,33,0.5,0
41379,41379,2016-08-30,TRS,TeamOne,Train,6,16,2,2,1,6,5,10,2387,2304337,151,192,0,2,2,1.1110272560044905,0.25,0.32142857142857145,-10,-41,0.0,0
41389,41389,2016-08-30,AllGamers,VG.CyberZen,Train,6,16,2,1,2,13,4,3,2398,2304371,49,33,0,2,2,-152.2878325973436,0.0,-0.1333333333333333,-81,16,0.5,0
41388,41388,2016-08-30,Parallax,Skyfire,Overpass,16,11,1,2,7,5,9,6,2386,2304343,66,105,16,11,1,196.94867864449543,0.7,0.4047619047619047,7,-39,0.5,1
41409,41409,2016-08-30,PRIDE,Spirit,Cobblestone,8,16,2,1,5,10,3,6,2269,2304373,61,27,0,2,2,-263.22556176131,-0.30000000000000004,-0.36666666666666664,-25,34,0.0,0
41408,41408,2016-08-30,PRIDE,Spirit,Mirage,8,16,2,1,5,10,3,6,2269,2304373,61,27,0,2,2,-274.75595034167054,-0.4,-0.36666666666666664,-25,34,0.0,0
41406,41406,2016-08-30,FaZe,Space Soldiers,Train,16,10,1,2,8,3,8,7,2395,2304340,16,19,2,0,1,-58.1436888626406,-0.30000000000000004,-0.2333333333333334,-7,-3,0.5,1
41405,41405,2016-08-30,Epsilon,Gambit,Cobblestone,17,19,2,1,5,10,10,5,2380,2304362,23,11,0,2,2,-12.89906504138753,-0.6,-0.06666666666666665,24,12,1.0,0
41404,41404,2016-08-30,EHOME,Energy Pacemaker,Cobblestone,19,17,1,2,5,10,10,5,2398,2304372,73,85,2,0,1,83.78830313301069,0.26666666666666666,0.380952380952381,5,-12,0.5,1
41403,41403,2016-08-30,EHOME,Energy Pacemaker,Dust2,16,2,1,2,3,0,13,2,2398,2304372,73,85,2,0,1,108.21732323983633,0.3,0.4333333333333333,5,-12,1.0,1
41402,41402,2016-08-30,FaZe,Space Soldiers,Dust2,16,7,1,2,7,1,9,6,2395,2304340,16,19,2,0,1,-20.837896940354085,-0.09999999999999998,-0.20000000000000007,-7,-3,1.0,1
41401,41401,2016-08-30,fnatic,HellRaisers,Cobblestone,19,17,1,1,12,3,3,12,2369,2304273,32,24,19,17,1,161.72226132923993,0.29999999999999993,0.19999999999999996,19,8,0.5,1
41400,41400,2016-08-30,ENCE,PENTA,Cache,4,16,2,1,3,12,1,4,2315,2304346,29,38,1,2,2,7.6137779132918695,-0.19999999999999996,-0.033333333333333326,11,-9,0.5,0
41407,41407,2016-08-30,AVANT,onestop,Nuke,16,7,1,2,8,0,8,7,2386,2304345,103,97,16,7,1,-93.56926864521779,-0.7777777777777778,-0.7777777777777778,6,6,0.5,1
41398,41398,2016-08-30,ENCE,PENTA,Mirage,16,11,1,2,11,1,5,10,2315,2304346,29,38,1,2,2,-25.087364714054274,-0.29999999999999993,-0.06666666666666665,11,-9,0.0,0
41390,41390,2016-08-30,HellRaisers,fnatic,Cache,19,15,1,1,9,6,6,9,2369,2304274,24,32,19,15,1,-179.81713434666176,-0.39999999999999997,-0.19999999999999996,-19,-8,0.5,1
41399,41399,2016-08-30,ENCE,PENTA,Nuke,5,16,2,2,3,3,2,13,2315,2304346,29,38,1,2,2,-54.780740465701,-0.5,-0.06666666666666665,11,-9,0.0,0
41391,41391,2016-08-30,AllGamers,VG.CyberZen,Mirage,3,16,2,2,1,3,2,13,2398,2304371,49,33,0,2,2,-171.0958131519708,-0.09999999999999998,-0.19523809523809532,-81,16,0.0,0
41393,41393,2016-08-30,mousesports,Dignitas,Dust2,23,25,2,1,10,5,5,10,2395,2304341,10,15,2,1,1,22.117880565093174,-0.19999999999999996,-0.09999999999999998,-68,-5,0.16666666666666666,1
41392,41392,2016-08-30,mousesports,Dignitas,Overpass,16,13,1,1,7,8,9,5,2395,2304341,10,15,2,1,1,52.08349595174491,-0.19999999999999996,-0.06666666666666665,-68,-5,0.2857142857142857,1
41395,41395,2016-08-30,FaZe,Astralis,Dust2,19,16,1,1,5,10,10,5,2369,2304275,16,8,19,16,1,137.2249219953735,0.19999999999999996,0.2,-33,8,0.0,1
41396,41396,2016-08-30,Space Soldiers,Spirit,Cobblestone,16,12,1,1,5,10,11,2,2380,2304364,19,27,2,0,1,-4.740446916921428,-0.30000000000000004,0.06666666666666676,17,-8,0.0,1
41410,41410,2016-08-30,Epsilon,Gambit,Mirage,14,16,2,2,8,7,6,9,2380,2304362,23,11,0,2,2,-43.71156280454579,-0.6,-0.06666666666666665,24,12,0.75,0
41397,41397,2016-08-30,Space Soldiers,Spirit,Cache,16,8,1,1,7,8,9,0,2380,2304364,19,27,2,0,1,27.696137287885904,-0.09999999999999998,0.10000000000000009,17,-8,0.14285714285714285,1
41394,41394,2016-08-30,mousesports,Dignitas,Mirage,16,14,1,2,8,7,8,7,2395,2304341,10,15,2,1,1,79.32204265070209,-0.09999999999999998,-0.033333333333333326,-68,-5,0.375,1
41345,41345,2016-08-31,Astralis,FaZe,Mirage,16,11,1,1,9,6,7,5,2369,2304276,8,16,16,11,1,-157.2046767400027,-0.19999999999999996,-0.23333333333333334,33,-8,1.0,1
41339,41339,2016-08-31,SK,NRG,Dust2,16,14,1,2,5,10,11,4,2368,2304218,1,43,16,14,1,253.83089131597785,0.2,0.4,83,-42,1.0,1
41344,41344,2016-08-31,Cloud9,eUnited,Overpass,16,6,1,1,10,5,6,1,2368,2304222,13,76,16,6,1,345.236598567511,0.8333333333333334,0.6000000000000001,169,-63,0.5,1
41343,41343,2016-08-31,Selfless,CLG,Cobblestone,15,19,2,2,7,8,8,7,2368,2304220,63,67,15,19,2,26.87878513965279,0.1,-0.1,-58,-4,1.0,0
41342,41342,2016-08-31,eUnited,Cloud9,Mirage,8,16,2,1,7,8,1,8,2368,2304221,76,13,8,16,2,-352.95105558502064,-0.8571428571428572,-0.6571428571428573,-169,63,0.5,0
41341,41341,2016-08-31,CLG,Selfless,Dust2,5,16,2,2,1,5,4,11,2368,2304219,67,63,5,16,2,7.5919153038048535,0.0,0.13333333333333333,58,4,1.0,0
41338,41338,2016-08-31,Born Of Fire,VG.CyberZen,Cobblestone,4,16,2,1,4,11,0,5,2398,2304380,41,33,1,2,2,-209.72788620566007,-0.19999999999999996,-0.33333333333333337,-56,8,0.2,0
41333,41333,2016-08-31,Athletico,Chiefs,Mirage,16,6,1,1,9,6,7,0,2386,2304352,47,52,16,6,1,173.1415941018961,0.3,0.2785714285714285,3,-5,1.0,1
41336,41336,2016-08-31,Born Of Fire,EHOME,Mirage,22,18,1,2,5,10,10,5,2398,2304374,41,73,2,0,1,-20.540674348041648,-0.09999999999999998,-0.2833333333333333,32,-32,0.0,1
41335,41335,2016-08-31,VG.CyberZen,New4,Train,16,2,1,1,13,2,3,0,2398,2304375,33,56,2,1,1,252.57162088284758,0.09999999999999998,0.43333333333333335,74,-23,0.0,1
41334,41334,2016-08-31,VG.CyberZen,New4,Mirage,12,16,2,2,4,9,8,7,2398,2304375,33,56,2,1,1,264.6931659622669,0.09999999999999998,0.5,74,-23,0.3333333333333333,1
41332,41332,2016-08-31,Chiefs,Athletico,Train,15,15,2,2,6,9,9,6,2386,2304353,52,47,15,15,2,-190.3956137116836,-0.5,-0.28965517241379307,-3,5,0.5,0
41331,41331,2016-08-31,Immunity,Legacy,Overpass,16,5,1,1,10,5,6,0,2386,2304354,169,161,16,5,1,273.9390638733564,0.6,0.6428571428571429,16,8,1.0,1
41330,41330,2016-08-31,NRG,SK,Cobblestone,7,16,2,1,5,10,2,6,2368,2304217,43,1,7,16,2,-265.8813705184614,-0.2,-0.4,-83,42,0.0,0
41346,41346,2016-08-31,Legacy,Immunity,Train,10,16,2,2,5,6,5,10,2386,2304355,161,169,10,16,2,-284.8979199242515,-0.7,-0.6551724137931034,-16,-8,0.5,0
41337,41337,2016-08-31,Immortals,Renegades,Cache,16,13,1,1,7,8,9,5,2368,2304215,17,22,16,13,1,82.18198642014704,0.19999999999999996,0.3666666666666667,-60,-5,1.0,1
41347,41347,2016-08-31,Born Of Fire,EHOME,Cobblestone,16,12,1,1,11,4,5,8,2398,2304374,41,73,2,0,1,13.348990556929039,0.09999999999999998,-0.20588235294117652,32,-32,0.3333333333333333,1
41340,41340,2016-08-31,Renegades,Immortals,Cobblestone,2,16,2,1,1,14,1,2,2368,2304216,22,17,2,16,2,-106.75082416774194,-0.29999999999999993,-0.4,60,5,0.5,0
41349,41349,2016-08-31,mousesports,G2,Cache,16,11,1,1,5,10,11,1,2369,2304279,10,5,16,11,1,-4.109793632006131,0.0,0.06666666666666665,-25,5,0.625,1
41348,41348,2016-08-31,Born Of Fire,VG.CyberZen,Train,19,16,1,1,8,7,7,8,2398,2304380,41,33,1,2,2,-203.91520849885546,-0.09999999999999998,-0.3666666666666667,-56,8,0.16666666666666666,0
41365,41365,2016-08-31,AGG,MK,Mirage,9,16,2,2,3,7,6,9,2315,2304347,39,18,0,2,2,-258.6618461970436,-0.4,-0.30000000000000004,101,21,0.5,0
41364,41364,2016-08-31,Millenium,Spirit,Cache,16,13,1,2,5,9,11,4,1690,2304332,40,27,2,0,1,-152.15812260814073,-0.30000000000000004,-0.09999999999999998,-59,13,1.0,1
41362,41362,2016-08-31,Dignitas,Virtus.pro,Dust2,7,16,2,1,2,13,5,3,2369,2304356,15,2,7,16,2,-155.61156659420362,-0.19999999999999996,-0.09999999999999998,42,13,1.0,0
41361,41361,2016-08-31,Astralis,FaZe,Mirage,19,17,1,1,2,13,13,2,2395,2304360,8,16,2,0,1,-111.63896778587537,-0.09999999999999998,-0.2,33,-8,1.0,1
41360,41360,2016-08-31,Astralis,FaZe,Train,19,17,1,1,7,8,8,7,2395,2304360,8,16,2,0,1,-69.69648795112585,-0.09999999999999998,-0.13333333333333336,33,-8,1.0,1
41359,41359,2016-08-31,Virtus.pro,Dignitas,Mirage,7,16,2,1,6,9,1,7,2369,2304357,2,15,7,16,2,174.16645229978553,0.3,0.09999999999999998,-42,-13,0.3,0
41358,41358,2016-08-31,Millenium,Spirit,Mirage,16,14,1,2,6,9,10,5,1690,2304332,40,27,2,0,1,-106.97602106650038,-0.09999999999999998,-0.06666666666666665,-59,13,1.0,1
41363,41363,2016-08-31,AGG,MK,Overpass,6,16,2,1,1,14,5,2,2315,2304347,39,18,0,2,2,-270.4426642466608,-0.5,-0.33333333333333337,101,21,0.0,0
41356,41356,2016-08-31,ALTERNATE aTTaX,AGG,Dust2,16,8,1,2,8,1,8,7,2296,2304358,30,39,2,0,1,-20.4858198563486,0.10000000000000003,-0.13333333333333336,-29,-9,1.0,1
41355,41355,2016-08-31,ALTERNATE aTTaX,AGG,Nuke,19,15,1,1,7,8,8,7,2296,2304358,30,39,2,0,1,13.398810334365635,0.3,-0.10000000000000003,-29,-9,1.0,1
41354,41354,2016-08-31,G2,mousesports,Dust2,16,6,1,1,10,5,6,1,2369,2304280,5,10,16,6,1,-28.26871469615071,-0.09999999999999998,-0.06666666666666665,25,-5,0.25,1
41353,41353,2016-08-31,Wizards,Space Soldiers,Cache,16,8,1,2,8,1,8,7,2395,2304361,167,19,2,1,1,-254.77667928378332,-0.8,-0.7666666666666667,-111,148,0.5,1
41350,41350,2016-08-31,Born Of Fire,VG.CyberZen,Mirage,6,16,2,2,1,6,5,10,2398,2304380,41,33,1,2,2,-219.02966211940156,-0.19999999999999996,-0.4,-56,8,0.14285714285714285,0
41352,41352,2016-08-31,Wizards,Space Soldiers,Cobblestone,13,16,2,2,11,3,2,13,2395,2304361,167,19,2,1,1,-202.77399445640822,0.30000000000000004,0.23333333333333328,-111,148,1.0,1
41351,41351,2016-08-31,Wizards,Space Soldiers,Nuke,16,14,1,1,10,5,6,9,2395,2304361,167,19,2,1,1,-153.96442252959787,0.4,0.23333333333333328,-111,148,1.0,1
