season,date,event,patch,blue_team,red_team,winner,blue_team_win,elo_diff,winrate_last_5_diff,winrate_last_10_diff,winrate_last_20_diff,matches_played_diff,days_since_last_match_diff,head_to_head_winrate_diff,blue_side_team_winrate,red_side_team_winrate
4,2014-09-25,Main,4.14,LMQ,Oh_My_God,LMQ,1,0.18723405831269702,0.8,0.4,0.36363636363636365,-10,0,0.0,0.5,0.5
4,2014-09-26,Main,4.14,Samsung_Blue,LMQ,Samsung_Blue,1,-18.473291059724488,0.0,0.0,0.0,-1,0,0.0,1.0,1.0
4,2014-09-26,Main,4.14,Alliance,KaBuM_21-_Esports,Alliance,1,15.99975625726438,0.0,0.0,0.0,-1,0,0.0,0.5,0.0
4,2014-09-26,Main,4.14,Oh_My_God,Fnatic,Oh_My_God,1,-69.46398352507936,0.0,0.0,-0.06666666666666665,-15,0,0.0,0.8,0.5384615384615384
4,2014-09-26,Main,4.14,NaJin_White_Shield,Cloud9,NaJin_White_Shield,1,-18.017211720268733,0.4,0.4,0.4,-4,0,0.0,1.0,0.0
4,2014-09-26,Main,4.14,Samsung_Blue,Fnatic,Fnatic,0,-19.760378443179434,0.8,0.6,0.4,-26,0,0.0,1.0,0.5
4,2014-09-26,Main,4.14,NaJin_White_Shield,Alliance,NaJin_White_Shield,1,32.000002798356945,0.5,0.5,0.5,0,0,0.0,1.0,0.0
4,2014-09-27,Main,4.14,Alliance,NaJin_White_Shield,Alliance,1,-61.060999484841886,-0.6666666666666667,-0.6666666666666667,-0.6666666666666667,0,0,-0.5,1.0,0.5
4,2014-09-27,Main,4.14,Oh_My_God,Samsung_Blue,Samsung_Blue,0,3.701338346528928,-0.4666666666666666,-0.16666666666666663,-0.05128205128205121,10,0,-0.5,0.8333333333333334,0.5
4,2014-09-27,Main,4.14,KaBuM_21-_Esports,NaJin_White_Shield,NaJin_White_Shield,0,-74.27430126284344,-0.75,-0.75,-0.75,-1,1,-0.5,0.5,0.0
4,2014-09-27,Main,4.14,LMQ,Fnatic,Fnatic,0,-50.07791967554567,0.4666666666666666,0.2666666666666666,0.016666666666666607,-26,0,0.5,1.0,0.5333333333333333
4,2014-09-27,Main,4.14,Alliance,Cloud9,Alliance,1,-12.106387327264656,-0.09999999999999998,0.0,0.0,-2,-1,-0.5,1.0,0.0
4,2014-09-27,Main,4.14,Fnatic,Oh_My_God,Oh_My_God,0,76.12111367180933,0.2,0.0,0.07857142857142863,16,0,-0.5,0.7857142857142857,0.42857142857142855
4,2014-09-28,Main,4.14,NaJin_White_Shield,Cloud9,NaJin_White_Shield,1,40.575889710752335,0.4,0.3714285714285715,0.3714285714285715,-2,0,0.5,1.0,0.0
4,2014-09-28,Main,4.14,Oh_My_God,LMQ,Oh_My_God,1,20.82660920271246,-0.09999999999999998,-0.09999999999999998,0.09999999999999998,11,0,-0.5,0.7142857142857143,0.5
4,2014-09-28,Main,4.14,Cloud9,NaJin_White_Shield,Cloud9,1,-68.85561062268584,-0.4,-0.45833333333333337,-0.45833333333333337,2,0,-0.5,1.0,0.5
4,2014-09-28,Main,4.14,Fnatic,Samsung_Blue,Samsung_Blue,0,28.031086503836605,-0.35,-0.35,-0.15000000000000002,27,0,0.5,0.7333333333333333,1.0
4,2014-09-28,Main,4.14,KaBuM_21-_Esports,Alliance,KaBuM_21-_Esports,1,-79.96803913505596,-0.6,-0.6,-0.6,-1,0,-0.5,0.0,0.0
4,2014-09-28,Main,4.14,LMQ,Samsung_Blue,Samsung_Blue,0,-62.34582321346352,-0.4,-0.4,-0.4,0,0,-0.5,0.5,1.0
4,2014-09-28,Main,4.14,KaBuM_21-_Esports,Cloud9,Cloud9,0,-44.33104199089462,-0.2,-0.2444444444444444,-0.2444444444444444,-4,0,-0.5,0.5,0.0
4,2014-10-03,Main,4.14,TSM,Samsung_White,Samsung_White,0,-115.53508783148845,-0.19999999999999996,-0.5,-0.28333333333333327,10,0,0.0,0.5714285714285714,0.7142857142857143
4,2014-10-03,Main,4.14,Samsung_White,TSM,TSM,0,137.26954280808468,0.4,0.5,0.35,-10,0,0.5,0.75,0.2727272727272727
4,2014-10-03,Main,4.14,TSM,Samsung_White,Samsung_White,0,-93.24576787659089,-0.20000000000000007,-0.30000000000000004,-0.2558823529411765,10,0,0.0,0.5333333333333333,0.75
4,2014-10-03,Main,4.14,Samsung_White,TSM,Samsung_White,1,116.85794468825134,0.4,0.30000000000000004,0.3222222222222222,-10,0,0.16666666666666663,0.6666666666666666,0.3333333333333333
4,2014-10-04,Main,4.14,Cloud9,Samsung_Blue,Samsung_Blue,0,-47.24980803491735,-0.4,-0.33333333333333337,-0.33333333333333337,4,0,0.0,1.0,1.0
4,2014-10-04,Main,4.14,Samsung_Blue,Cloud9,Samsung_Blue,1,74.92457197619751,0.4,0.3571428571428571,0.40259740259740256,-4,0,0.5,0.6666666666666666,0.16666666666666666
4,2014-10-04,Main,4.14,Cloud9,Samsung_Blue,Samsung_Blue,0,-100.12878480580503,-0.6,-0.475,-0.4583333333333333,4,0,-0.5,0.8,1.0
4,2014-10-04,Main,4.14,Samsung_Blue,Cloud9,Cloud9,0,123.1536952416509,0.6,0.4888888888888888,0.5042735042735043,-4,0,0.5,0.75,0.14285714285714285
4,2014-10-05,Main,4.14,Royal_Club,EDward_Gaming,Royal_Club,1,69.2951220514542,0.20000000000000007,0.02857142857142858,0.09523809523809523,8,0,0.0,0.8571428571428571,0.3333333333333333
4,2014-10-05,Main,4.14,EDward_Gaming,Royal_Club,EDward_Gaming,1,-94.9961081617862,-0.4,-0.09999999999999998,-0.1875,-8,0,-0.5,0.75,0.5
4,2014-10-05,Main,4.14,Royal_Club,EDward_Gaming,EDward_Gaming,0,54.458348291443144,0.19999999999999996,0.0444444444444444,0.09150326797385622,8,0,0.0,0.875,0.25
4,2014-10-05,Main,4.14,EDward_Gaming,Royal_Club,Royal_Club,0,-17.48322639338585,0.0,0.0,-0.011111111111111183,-8,0,0.16666666666666663,0.8,0.4444444444444444
4,2014-10-05,Main,4.14,Royal_Club,EDward_Gaming,Royal_Club,1,47.87431951926874,0.0,0.09999999999999998,0.0861244019138756,8,0,0.0,0.7777777777777778,0.4
4,2014-10-06,Main,4.14,NaJin_White_Shield,Oh_My_God,Oh_My_God,0,-6.02936121379571,0.0,0.3142857142857143,0.0892857142857143,-9,0,0.0,1.0,0.5
4,2014-10-06,Main,4.14,Oh_My_God,NaJin_White_Shield,Oh_My_God,1,37.474092263808416,0.4,-0.125,0.022058823529411797,9,0,0.5,0.75,0.3333333333333333
4,2014-10-06,Main,4.14,NaJin_White_Shield,Oh_My_God,Oh_My_God,0,-66.03592323226803,-0.4,0.05555555555555558,-0.11111111111111105,-9,0,-0.5,0.8,0.5555555555555556
4,2014-10-11,Main,4.14,Samsung_Blue,Samsung_White,Samsung_White,0,-28.062522632643777,0.0,-0.09999999999999998,0.06315789473684219,-9,-1,0.0,0.6,0.7777777777777778
4,2014-10-11,Main,4.14,Samsung_White,Samsung_Blue,Samsung_White,1,57.4834747949144,0.20000000000000007,0.20000000000000007,0.022727272727272707,9,0,0.5,0.7,1.0
4,2014-10-11,Main,4.14,Samsung_Blue,Samsung_White,Samsung_White,0,-84.23683769236959,-0.4,-0.30000000000000004,-0.13333333333333341,-9,0,-0.5,0.5,0.8
4,2014-10-12,Main,4.14,Royal_Club,Oh_My_God,Royal_Club,1,-1.9482210587566442,-0.4,0.09999999999999998,-0.03421052631578947,1,1,0.5,0.8,0.6
4,2014-10-12,Main,4.14,Oh_My_God,Royal_Club,Oh_My_God,1,-30.231214851272853,0.20000000000000007,-0.09999999999999998,0.0,-1,0,-0.5,0.7777777777777778,0.5
4,2014-10-12,Main,4.14,Royal_Club,Oh_My_God,Royal_Club,1,-4.546177107976746,-0.20000000000000007,-0.09999999999999998,-0.050000000000000044,1,0,0.25,0.8181818181818182,0.5454545454545454
4,2014-10-12,Main,4.14,Oh_My_God,Royal_Club,Royal_Club,0,-27.8725173821349,-0.20000000000000007,0.09999999999999998,0.0,-1,0,-0.3,0.8,0.45454545454545453
4,2014-10-12,Main,4.14,Royal_Club,Oh_My_God,Oh_My_God,0,57.31085676559269,0.4,0.0,0.09999999999999998,1,0,0.33333333333333337,0.8333333333333334,0.5
4,2014-10-19,Main,4.14,Samsung_White,Royal_Club,Samsung_White,1,57.38174026336651,0.4,0.30000000000000004,0.20000000000000007,-3,1,0.0,0.7272727272727273,0.5
4,2014-10-19,Main,4.14,Royal_Club,Samsung_White,Royal_Club,1,-84.14422180773386,-0.6,-0.4,-0.29999999999999993,3,0,-0.5,0.7692307692307693,0.8181818181818182
4,2014-10-19,Main,4.14,Samsung_White,Royal_Club,Samsung_White,1,44.54230307988496,0.20000000000000007,0.20000000000000007,0.20000000000000007,-3,0,0.0,0.75,0.46153846153846156
4,2014-10-19,Main,4.14,Royal_Club,Samsung_White,Samsung_White,0,-72.46213481420159,-0.4,-0.20000000000000007,-0.25,3,0,-0.16666666666666669,0.7857142857142857,0.75
5,2015-10-01,Main,5.18,PaiN_Gaming,ROX_Tigers,ROX_Tigers,0,0.0,0.0,0.0,0.0,0,0,0.0,0.5,0.5
5,2015-10-01,Main,5.18,Counter_Logic_Gaming,Flash_Wolves,Counter_Logic_Gaming,1,-15.963057035029578,-0.3,-0.05555555555555558,-0.05555555555555558,9,1093,0.0,0.5,0.5
5,2015-10-01,Main,5.18,EDward_Gaming,Bangkok_Titans,EDward_Gaming,1,7.071860321517306,-0.09999999999999998,0.0,0.0,12,362,0.0,0.6666666666666666,0.5
5,2015-10-01,Main,5.18,SK_Telecom_T1,H2k_2d-Gaming,SK_Telecom_T1,1,144.13273668285183,0.30000000000000004,0.30000000000000004,0.33333333333333337,18,727,0.0,0.8,0.5
5,2015-10-01,Main,5.18,Cloud9,Ahq_eSports_Club,Cloud9,1,10.23126981600035,0.0,-0.028571428571428525,0.0,7,-13,0.0,0.6666666666666666,0.25
5,2015-10-01,Main,5.18,Fnatic,Invictus_Gaming,Fnatic,1,63.1007514947446,0.0,-0.10000000000000003,0.15000000000000002,27,-723,0.0,0.6875,0.0
5,2015-10-02,Main,5.18,Counter_Logic_Gaming,PaiN_Gaming,Counter_Logic_Gaming,1,16.771552066706818,0.4,0.5,0.5,9,0,0.0,0.6666666666666666,0.5
5,2015-10-02,Main,5.18,Flash_Wolves,ROX_Tigers,Flash_Wolves,1,-32.734609101736396,-1.0,-1.0,-1.0,0,0,0.0,0.5,1.0
5,2015-10-02,Main,5.18,H2k_2d-Gaming,EDward_Gaming,EDward_Gaming,0,-32.4649420021683,-0.6,-0.5,-0.5384615384615384,-12,0,0.0,0.5,0.3333333333333333
5,2015-10-02,Main,5.18,Bangkok_Titans,SK_Telecom_T1,SK_Telecom_T1,0,-169.52581836350282,-0.8,-0.8,-0.8421052631578947,-18,0,0.0,0.5,0.875
5,2015-10-02,Main,5.18,LGD_Gaming,Origen,Origen,0,0.0,0.0,0.0,0.0,0,0,0.0,0.5,0.5
5,2015-10-02,Main,5.18,KT_Rolster,TSM,KT_Rolster,1,27.805220942326287,0.09999999999999998,0.0,0.15000000000000002,-29,-365,0.0,0.5,0.3076923076923077
5,2015-10-03,Main,5.18,Ahq_eSports_Club,Fnatic,Ahq_eSports_Club,1,-82.93798113674188,-0.19999999999999996,-0.025000000000000022,-0.22499999999999998,-25,0,0.0,0.6666666666666666,0.5625
5,2015-10-03,Main,5.18,Invictus_Gaming,Cloud9,Cloud9,0,-47.70325295470843,-0.2,-0.06666666666666671,-0.13333333333333336,-9,0,0.0,0.6666666666666666,0.25
5,2015-10-03,Main,5.18,Origen,TSM,Origen,1,58.527469937265096,0.8,0.5,0.65,-29,0,0.0,0.5,0.2857142857142857
5,2015-10-03,Main,5.18,LGD_Gaming,KT_Rolster,KT_Rolster,0,-30.72224899493881,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.5
5,2015-10-03,Main,5.18,H2k_2d-Gaming,Bangkok_Titans,H2k_2d-Gaming,1,0.20518661564346985,0.0,0.0,0.0,0,0,0.0,0.0,0.0
5,2015-10-03,Main,5.18,EDward_Gaming,SK_Telecom_T1,SK_Telecom_T1,0,-125.3547312782191,-0.4,-0.30000000000000004,-0.2785714285714286,-6,0,0.0,0.7142857142857143,0.8888888888888888
5,2015-10-04,Main,5.18,PaiN_Gaming,Flash_Wolves,PaiN_Gaming,1,-31.99667134679862,-0.5,-0.5,-0.5,0,0,0.0,0.0,0.0
5,2015-10-04,Main,5.18,ROX_Tigers,Counter_Logic_Gaming,ROX_Tigers,1,-17.502832515241835,-0.09999999999999998,0.0,-0.045454545454545414,-9,0,0.0,0.5,0.42857142857142855
5,2015-10-04,Main,5.18,Cloud9,Fnatic,Cloud9,1,-8.083386822719376,0.19999999999999996,0.2,-0.050000000000000044,-18,0,-0.16666666666666669,0.7142857142857143,0.5294117647058824
5,2015-10-04,Main,5.18,Invictus_Gaming,Ahq_eSports_Club,Invictus_Gaming,1,-39.9794325903747,-0.6,-0.15873015873015872,-0.15873015873015872,-2,0,0.0,0.5,0.2
5,2015-10-04,Main,5.18,KT_Rolster,Origen,Origen,0,-0.018806131582778107,0.0,0.0,0.0,0,0,0.0,1.0,1.0
5,2015-10-04,Main,5.18,TSM,LGD_Gaming,TSM,1,-25.268525063786683,0.2,0.4,0.35,29,0,0.0,0.5,0.5
5,2015-10-08,Main,5.18,PaiN_Gaming,Counter_Logic_Gaming,PaiN_Gaming,1,-12.953330185538789,-0.26666666666666666,-0.16666666666666669,-0.16666666666666669,-9,0,-0.5,0.5,0.375
5,2015-10-08,Main,5.18,ROX_Tigers,Flash_Wolves,Flash_Wolves,0,32.003233481668985,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,-0.5,1.0,0.0
5,2015-10-08,Main,5.18,Flash_Wolves,Counter_Logic_Gaming,Flash_Wolves,1,18.17053794265098,0.09999999999999998,0.09999999999999998,0.038461538461538436,-9,0,-0.5,1.0,0.3333333333333333
5,2015-10-08,Main,5.18,ROX_Tigers,PaiN_Gaming,ROX_Tigers,1,-5.004690079899547,0.0,0.0,0.0,0,0,0.5,0.5,0.0
5,2015-10-08,Main,5.18,Flash_Wolves,PaiN_Gaming,Flash_Wolves,1,29.3258112453193,0.19999999999999996,0.19999999999999996,0.19999999999999996,0,0,-0.5,1.0,0.0
5,2015-10-08,Main,5.18,Counter_Logic_Gaming,ROX_Tigers,ROX_Tigers,0,-46.62890951078293,-0.19999999999999996,-0.3,-0.17142857142857143,9,0,-0.5,0.75,0.5
5,2015-10-09,Main,5.18,SK_Telecom_T1,Bangkok_Titans,SK_Telecom_T1,1,213.4992564855154,1.0,0.8,0.9,18,0,0.5,0.8181818181818182,0.0
5,2015-10-09,Main,5.18,EDward_Gaming,H2k_2d-Gaming,EDward_Gaming,1,35.02762674654741,0.06666666666666671,0.06666666666666671,0.2,12,0,0.5,0.625,0.0
5,2015-10-09,Main,5.18,H2k_2d-Gaming,SK_Telecom_T1,SK_Telecom_T1,0,-202.948734553368,-0.75,-0.55,-0.65,-18,0,-0.5,0.5,0.9
5,2015-10-09,Main,5.18,Bangkok_Titans,EDward_Gaming,EDward_Gaming,0,-88.8496812786841,-0.6,-0.5,-0.5625,-12,0,-0.5,0.0,0.42857142857142855
5,2015-10-09,Main,5.18,Bangkok_Titans,H2k_2d-Gaming,H2k_2d-Gaming,0,-29.44318645018643,-0.2,-0.2,-0.2,0,0,-0.5,0.0,0.0
5,2015-10-09,Main,5.18,SK_Telecom_T1,EDward_Gaming,SK_Telecom_T1,1,134.73053080281352,0.19999999999999996,0.30000000000000004,0.31176470588235294,6,0,0.5,0.8333333333333334,0.5
5,2015-10-10,Main,5.18,LGD_Gaming,TSM,LGD_Gaming,1,-9.054697349341268,-0.2,-0.4,-0.4,-29,0,-0.5,0.0,0.26666666666666666
5,2015-10-10,Main,5.18,Origen,KT_Rolster,KT_Rolster,0,32.017074022854786,0.33333333333333337,0.33333333333333337,0.33333333333333337,0,0,0.5,1.0,1.0
5,2015-10-10,Main,5.18,Origen,LGD_Gaming,LGD_Gaming,0,59.192357606933456,0.5,0.5,0.5,0,0,0.5,0.5,0.0
5,2015-10-10,Main,5.18,TSM,KT_Rolster,KT_Rolster,0,-85.89492828179073,-0.55,-0.45,-0.4,29,0,-0.5,0.5294117647058824,1.0
5,2015-10-10,Main,5.18,KT_Rolster,LGD_Gaming,KT_Rolster,1,55.539067449894446,0.4,0.4,0.4,0,0,0.5,0.5,0.5
5,2015-10-10,Main,5.18,TSM,Origen,Origen,0,-76.3946614476663,-0.39999999999999997,-0.3,-0.25,29,0,-0.5,0.5,1.0
5,2015-10-11,Main,5.18,Cloud9,Ahq_eSports_Club,Ahq_eSports_Club,0,69.56281485334557,0.20000000000000007,0.19999999999999996,0.12941176470588234,7,0,0.5,0.75,0.16666666666666666
5,2015-10-11,Main,5.18,Fnatic,Ahq_eSports_Club,Fnatic,1,25.740473355934455,-0.39999999999999997,-0.2,0.04545454545454547,24,7,-0.5,0.7058823529411765,0.2857142857142857
5,2015-10-11,Main,5.18,Cloud9,Invictus_Gaming,Invictus_Gaming,0,54.714817150342014,0.6000000000000001,0.22499999999999998,0.125,10,-7,0.5,0.6666666666666666,0.0
5,2015-10-11,Main,5.18,Invictus_Gaming,Fnatic,Fnatic,0,-45.532872532874535,0.0,0.0444444444444444,-0.05555555555555558,-27,0,-0.5,0.6,0.5
5,2015-10-11,Main,5.18,Ahq_eSports_Club,Cloud9,Ahq_eSports_Club,1,-27.557790992948867,-0.19999999999999996,-0.09999999999999998,-0.05701754385964908,-7,0,0.0,0.75,0.3333333333333333
5,2015-10-11,Main,5.18,Fnatic,Cloud9,Fnatic,1,58.997710288579356,0.19999999999999996,0.09999999999999998,0.04999999999999999,17,0,0.0,0.7222222222222222,0.3
5,2015-10-11,Main,5.18,Ahq_eSports_Club,Invictus_Gaming,Ahq_eSports_Club,1,21.340341208160908,0.19999999999999996,0.09999999999999998,0.06153846153846154,3,0,-0.5,0.8,0.25
5,2015-10-15,Main,5.18,Origen,Flash_Wolves,Origen,1,-8.88895017971845,-0.20000000000000007,0.0,0.0,0,-2,0.0,0.3333333333333333,0.3333333333333333
5,2015-10-15,Main,5.18,Flash_Wolves,Origen,Flash_Wolves,1,-23.92957380291591,0.0,-0.1428571428571429,-0.1428571428571429,0,0,-0.5,1.0,1.0
5,2015-10-15,Main,5.18,Origen,Flash_Wolves,Origen,1,-10.27094293043001,-0.4,0.0,0.0,0,0,0.0,0.5,0.25
5,2015-10-15,Main,5.18,Flash_Wolves,Origen,Origen,0,-22.67477039610003,0.0,-0.11111111111111105,-0.11111111111111105,0,0,-0.16666666666666669,1.0,0.75
5,2015-10-16,Main,5.18,SK_Telecom_T1,Ahq_eSports_Club,SK_Telecom_T1,1,182.86009831441766,0.4,0.30000000000000004,0.4,10,2,0.0,0.8461538461538461,0.25
5,2015-10-16,Main,5.18,Ahq_eSports_Club,SK_Telecom_T1,SK_Telecom_T1,0,-199.41823581449376,-0.4,-0.4,-0.43333333333333335,-10,0,-0.5,0.8333333333333334,0.9090909090909091
5,2015-10-16,Main,5.18,SK_Telecom_T1,Ahq_eSports_Club,SK_Telecom_T1,1,214.8335884886435,0.6,0.5,0.4625,10,0,0.5,0.8571428571428571,0.2222222222222222
5,2015-10-17,Main,5.18,Fnatic,EDward_Gaming,Fnatic,1,22.361083914382334,0.0,0.0,-0.05555555555555558,20,-2,0.0,0.7368421052631579,0.4444444444444444
5,2015-10-17,Main,5.18,EDward_Gaming,Fnatic,Fnatic,0,-52.30439097511021,-0.4,-0.09999999999999998,0.02631578947368418,-20,0,-0.5,0.6666666666666666,0.5263157894736842
5,2015-10-17,Main,5.18,Fnatic,EDward_Gaming,Fnatic,1,79.52304481904207,0.6,0.19999999999999996,0.0,20,0,0.5,0.75,0.4
5,2015-10-18,Main,5.18,ROX_Tigers,KT_Rolster,ROX_Tigers,1,-28.440632690890197,-0.20000000000000007,-0.16666666666666674,-0.16666666666666674,0,2,0.0,0.6666666666666666,1.0
5,2015-10-18,Main,5.18,KT_Rolster,ROX_Tigers,ROX_Tigers,0,-6.173011111589858,-0.20000000000000007,0.0,0.0,0,0,-0.5,0.6666666666666666,0.6666666666666666
5,2015-10-18,Main,5.18,ROX_Tigers,KT_Rolster,ROX_Tigers,1,37.60451559642843,0.20000000000000007,0.125,0.125,0,0,0.5,0.75,0.75
5,2015-10-18,Main,5.18,KT_Rolster,ROX_Tigers,KT_Rolster,1,-66.15447328241135,-0.6,-0.2222222222222222,-0.2222222222222222,0,0,-0.5,0.5,0.75
5,2015-10-24,Main,5.18,SK_Telecom_T1,Origen,SK_Telecom_T1,1,168.74875655582173,0.19999999999999996,0.30000000000000004,0.20000000000000007,17,-1,0.0,0.8666666666666667,0.8
5,2015-10-24,Main,5.18,Origen,SK_Telecom_T1,SK_Telecom_T1,0,-186.32330705507093,-0.4,-0.4,-0.26363636363636367,-17,0,-0.5,0.6,0.9166666666666666
5,2015-10-24,Main,5.18,SK_Telecom_T1,Origen,SK_Telecom_T1,1,202.63792754594215,0.6,0.5,0.31666666666666665,17,0,0.5,0.875,0.6666666666666666
5,2015-10-25,Main,5.18,Fnatic,ROX_Tigers,ROX_Tigers,0,50.21562976524251,0.19999999999999996,0.0,-0.1499999999999999,31,1,0.0,0.7619047619047619,0.6
5,2015-10-25,Main,5.18,ROX_Tigers,Fnatic,ROX_Tigers,1,-13.622537446907472,0.0,0.0,0.2272727272727273,-31,0,0.5,0.8,0.55
5,2015-10-25,Main,5.18,Fnatic,ROX_Tigers,ROX_Tigers,0,-19.631502060443154,-0.20000000000000007,-0.20000000000000007,-0.25,31,0,-0.5,0.7272727272727273,0.6666666666666666
5,2015-10-31,Main,5.18,ROX_Tigers,SK_Telecom_T1,SK_Telecom_T1,0,-139.4923105550381,-0.19999999999999996,-0.19999999999999996,-0.13076923076923075,-17,-1,0.0,0.8333333333333334,0.9230769230769231
5,2015-10-31,Main,5.18,SK_Telecom_T1,ROX_Tigers,ROX_Tigers,0,159.29313874224795,0.4,0.19999999999999996,0.18571428571428572,17,0,0.5,0.8823529411764706,0.7142857142857143
5,2015-10-31,Main,5.18,ROX_Tigers,SK_Telecom_T1,SK_Telecom_T1,0,-113.57004731501434,0.0,-0.09999999999999998,-0.1166666666666667,-17,0,0.0,0.7142857142857143,0.9285714285714286
5,2015-10-31,Main,5.18,SK_Telecom_T1,ROX_Tigers,SK_Telecom_T1,1,135.46715695306125,0.20000000000000007,0.20000000000000007,0.21250000000000002,17,0,0.16666666666666663,0.8333333333333334,0.75
6,2016-09-29,Main,6.18,G2_Esports,Counter_Logic_Gaming,Counter_Logic_Gaming,0,46.431245464358426,0.3,0.2,0.09999999999999998,-15,-358,0.0,0.5,0.3
6,2016-09-30,Main,6.18,Flash_Wolves,I_May,I_May,0,-0.1537259277447447,-0.09999999999999998,0.0,0.0,10,352,0.0,0.8,0.5
6,2016-09-30,Main,6.18,SK_Telecom_T1,Cloud9,SK_Telecom_T1,1,273.94100472905507,0.6000000000000001,0.5,0.45,13,-20,0.0,0.8421052631578947,0.2727272727272727
6,2016-09-30,Main,6.18,TSM,Royal_Never_Give_Up,Royal_Never_Give_Up,0,-79.7732450477074,-0.3,-0.3,-0.2,35,357,0.0,0.47368421052631576,0.5
6,2016-09-30,Main,6.18,Samsung_Galaxy,Splyce,Samsung_Galaxy,1,0.0,0.0,0.0,0.0,0,0,0.0,0.5,0.5
6,2016-09-30,Main,6.18,INTZ,EDward_Gaming,INTZ,1,-2.1075502113990296,0.3,0.09999999999999998,0.0,-21,-350,0.0,0.5,0.36363636363636365
6,2016-09-30,Main,6.18,H2k_2d-Gaming,Ahq_eSports_Club,Ahq_eSports_Club,0,-7.521694131419736,0.0,-0.06666666666666671,-0.0784313725490196,-11,7,0.0,0.3333333333333333,0.2
6,2016-09-30,Main,6.18,ROX_Tigers,Albus_NoX_Luna,ROX_Tigers,1,98.18940580937237,-0.09999999999999998,0.09999999999999998,0.1470588235294118,17,336,0.0,0.625,0.5
6,2016-10-01,Main,6.18,ROX_Tigers,G2_Esports,ROX_Tigers,1,127.90987404897078,0.4,0.6,0.6666666666666666,17,-1,0.0,0.6666666666666666,0.5
6,2016-10-01,Main,6.18,Counter_Logic_Gaming,Albus_NoX_Luna,Albus_NoX_Luna,0,-16.710777224760022,0.2,0.4,0.4375,15,1,0.0,0.6,0.0
6,2016-10-01,Main,6.18,EDward_Gaming,Ahq_eSports_Club,EDward_Gaming,1,-21.593016301877014,-0.4,-0.09999999999999998,0.005555555555555591,4,0,0.16666666666666663,0.6,0.2727272727272727
6,2016-10-01,Main,6.18,H2k_2d-Gaming,INTZ,H2k_2d-Gaming,1,-47.32257236502801,-0.6,-0.7142857142857143,-0.7142857142857143,6,0,0.0,0.25,0.5
6,2016-10-01,Main,6.18,Royal_Never_Give_Up,Splyce,Royal_Never_Give_Up,1,28.38953101752122,1.0,1.0,1.0,0,0,0.0,0.5,0.0
6,2016-10-01,Main,6.18,TSM,Samsung_Galaxy,TSM,1,-108.16277606522863,-0.8,-0.8,-0.7,35,0,0.0,0.45,0.5
6,2016-10-02,Main,6.18,EDward_Gaming,H2k_2d-Gaming,EDward_Gaming,1,16.063221582707,-0.2,0.025000000000000022,0.07500000000000001,15,0,0.5,0.6363636363636364,0.3333333333333333
6,2016-10-02,Main,6.18,Ahq_eSports_Club,INTZ,Ahq_eSports_Club,1,-7.320752827251226,-0.3,-0.09999999999999998,-0.07894736842105265,17,0,0.0,0.7142857142857143,0.0
6,2016-10-02,Main,6.18,Royal_Never_Give_Up,Samsung_Galaxy,Samsung_Galaxy,0,31.91120991066464,0.5,0.5,0.5,0,0,0.0,1.0,0.0
6,2016-10-02,Main,6.18,Splyce,TSM,TSM,0,40.64109717208521,-0.2,-0.2,-0.35,-35,0,0.0,0.5,0.25
6,2016-10-02,Main,6.18,I_May,SK_Telecom_T1,SK_Telecom_T1,0,-243.26209032147221,0.19999999999999996,0.09999999999999998,0.050000000000000044,-34,0,0.0,0.5,0.9333333333333333
6,2016-10-02,Main,6.18,Flash_Wolves,Cloud9,Cloud9,0,9.49810173916785,0.2,0.09999999999999998,0.05454545454545451,-11,0,0.0,0.6666666666666666,0.25
6,2016-10-03,Main,6.18,Cloud9,I_May,Cloud9,1,-18.87192986965647,-0.3,0.0,-0.04999999999999999,21,0,0.0,0.6,1.0
6,2016-10-03,Main,6.18,SK_Telecom_T1,Flash_Wolves,Flash_Wolves,0,298.16739668595005,0.6000000000000001,0.5,0.5333333333333332,24,0,0.0,0.85,0.2
6,2016-10-03,Main,6.18,Counter_Logic_Gaming,ROX_Tigers,Counter_Logic_Gaming,1,-163.68293642014987,-0.39999999999999997,-0.19999999999999996,-0.27244582043343657,-2,0,-0.5,0.5,0.6666666666666666
6,2016-10-03,Main,6.18,Albus_NoX_Luna,G2_Esports,Albus_NoX_Luna,1,32.12374382467533,0.5,0.5,0.5,0,0,0.0,0.5,0.0
6,2016-10-06,Main,6.18,Albus_NoX_Luna,Counter_Logic_Gaming,Albus_NoX_Luna,1,38.6720647467464,0.2666666666666666,0.2666666666666666,0.2222222222222222,-15,0,0.5,1.0,0.36363636363636365
6,2016-10-06,Main,6.18,G2_Esports,ROX_Tigers,ROX_Tigers,0,-140.13305795920905,-0.4,-0.6,-0.65,-17,0,-0.5,0.0,0.6
6,2016-10-07,Main,6.18,Ahq_eSports_Club,H2k_2d-Gaming,H2k_2d-Gaming,0,35.267875437467865,0.0,0.16666666666666669,0.1166666666666667,11,0,0.5,0.75,0.25
6,2016-10-07,Main,6.18,EDward_Gaming,INTZ,EDward_Gaming,1,36.670335672395595,0.06666666666666671,0.06666666666666671,0.1166666666666667,21,0,-0.5,0.6666666666666666,0.0
