season,date,event,patch,blue_team,red_team,winner,blue_team_win
10,2020-10-11,Main,10.19,Unicorns_of_Love_2e-CIS,Top_Esports,Top_Esports,0
10,2020-10-11,Main,10.19,FlyQuest,DRX,DRX,0
10,2020-10-15,Main,10.19,DRX,DWG_KIA,DWG_KIA,0
10,2020-10-15,Main,10.19,DRX,DWG_KIA,DWG_KIA,0
10,2020-10-15,Main,10.19,DWG_KIA,DRX,DWG_KIA,1
10,2020-10-16,Main,10.19,JD_Gaming,Suning,Suning,0
10,2020-10-16,Main,10.19,JD_Gaming,Suning,Suning,0
10,2020-10-16,Main,10.19,Suning,JD_Gaming,Suning,1
10,2020-10-16,Main,10.19,Suning,JD_Gaming,JD_Gaming,0
10,2020-10-17,Main,10.19,Fnatic,Top_Esports,Top_Esports,0
10,2020-10-17,Main,10.19,Fnatic,Top_Esports,Top_Esports,0
10,2020-10-17,Main,10.19,Top_Esports,Fnatic,Top_Esports,1
10,2020-10-17,Main,10.19,Top_Esports,Fnatic,Fnatic,0
10,2020-10-17,Main,10.19,Top_Esports,Fnatic,Fnatic,0
10,2020-10-18,Main,10.19,G2_Esports,Gen_2e-G,G2_Esports,1
10,2020-10-18,Main,10.19,Gen_2e-G,G2_Esports,G2_Esports,0
10,2020-10-18,Main,10.19,Gen_2e-G,G2_Esports,G2_Esports,0
10,2020-10-24,Main,10.19,DWG_KIA,G2_Esports,DWG_KIA,1
10,2020-10-24,Main,10.19,G2_Esports,DWG_KIA,DWG_KIA,0
10,2020-10-24,Main,10.19,DWG_KIA,G2_Esports,G2_Esports,0
10,2020-10-24,Main,10.19,G2_Esports,DWG_KIA,DWG_KIA,0
10,2020-10-25,Main,10.19,Suning,Top_Esports,Suning,1
10,2020-10-25,Main,10.19,Top_Esports,Suning,Suning,0
10,2020-10-25,Main,10.19,Suning,Top_Esports,Top_Esports,0
10,2020-10-25,Main,10.19,Top_Esports,Suning,Suning,0
10,2020-10-31,Main,10.19,DWG_KIA,Suning,DWG_KIA,1
10,2020-10-31,Main,10.19,Suning,DWG_KIA,DWG_KIA,0
10,2020-10-31,Main,10.19,DWG_KIA,Suning,Suning,0
10,2020-10-31,Main,10.19,DWG_KIA,Suning,DWG_KIA,1
11,2021-10-05,Play in,11.19,Unicorns_of_Love_2e-CIS,Galatasaray_Esports,Galatasaray_Esports,0
11,2021-10-05,Play in,11.19,DetonatioN_FocusMe,Cloud9,Cloud9,0
11,2021-10-05,Play in,11.19,Galatasaray_Esports,Beyond_Gaming,Galatasaray_Esports,1
11,2021-10-05,Play in,11.19,Unicorns_of_Love_2e-CIS,DetonatioN_FocusMe,DetonatioN_FocusMe,0
11,2021-10-05,Play in,11.19,Hanwha_Life_Esports,INFINITY,Hanwha_Life_Esports,1
11,2021-10-05,Play in,11.19,LNG_Esports,PEACE__28-Oceanic_Team_29-,LNG_Esports,1
11,2021-10-05,Play in,11.19,INFINITY,RED_Canids,RED_Canids,0
11,2021-10-05,Play in,11.19,Hanwha_Life_Esports,LNG_Esports,LNG_Esports,0
11,2021-10-06,Play in,11.19,Cloud9,Galatasaray_Esports,Cloud9,1
11,2021-10-06,Play in,11.19,Beyond_Gaming,Unicorns_of_Love_2e-CIS,Beyond_Gaming,1
11,2021-10-06,Play in,11.19,Galatasaray_Esports,DetonatioN_FocusMe,DetonatioN_FocusMe,0
11,2021-10-06,Play in,11.19,Beyond_Gaming,Cloud9,Cloud9,0
11,2021-10-06,Play in,11.19,RED_Canids,Hanwha_Life_Esports,Hanwha_Life_Esports,0
11,2021-10-06,Play in,11.19,INFINITY,PEACE__28-Oceanic_Team_29-,PEACE__28-Oceanic_Team_29-,0
11,2021-10-06,Play in,11.19,RED_Canids,LNG_Esports,LNG_Esports,0
11,2021-10-06,Play in,11.19,PEACE__28-Oceanic_Team_29-,Hanwha_Life_Esports,Hanwha_Life_Esports,0
11,2021-10-07,Play in,11.19,DetonatioN_FocusMe,Cloud9,DetonatioN_FocusMe,1
11,2021-10-07,Play in,11.19,Unicorns_of_Love_2e-CIS,Beyond_Gaming,Beyond_Gaming,0
11,2021-10-07,Play in,11.19,Cloud9,Unicorns_of_Love_2e-CIS,Unicorns_of_Love_2e-CIS,0
11,2021-10-07,Play in,11.19,DetonatioN_FocusMe,Beyond_Gaming,DetonatioN_FocusMe,1
11,2021-10-07,Play in,11.19,PEACE__28-Oceanic_Team_29-,RED_Canids,PEACE__28-Oceanic_Team_29-,1
11,2021-10-07,Play in,11.19,LNG_Esports,INFINITY,LNG_Esports,1
11,2021-10-08,Play in,11.19,RED_Canids,PEACE__28-Oceanic_Team_29-,PEACE__28-Oceanic_Team_29-,0
11,2021-10-08,Play in,11.19,PEACE__28-Oceanic_Team_29-,RED_Canids,RED_Canids,0
11,2021-10-08,Play in,11.19,RED_Canids,PEACE__28-Oceanic_Team_29-,PEACE__28-Oceanic_Team_29-,0
11,2021-10-08,Play in,11.19,PEACE__28-Oceanic_Team_29-,RED_Canids,PEACE__28-Oceanic_Team_29-,1
11,2021-10-08,Play in,11.19,PEACE__28-Oceanic_Team_29-,RED_Canids,RED_Canids,0
11,2021-10-08,Play in,11.19,Galatasaray_Esports,Beyond_Gaming,Beyond_Gaming,0
11,2021-10-08,Play in,11.19,Beyond_Gaming,Galatasaray_Esports,Beyond_Gaming,1
11,2021-10-08,Play in,11.19,Galatasaray_Esports,Beyond_Gaming,Beyond_Gaming,0
11,2021-10-08,Play in,11.19,Galatasaray_Esports,Beyond_Gaming,Galatasaray_Esports,1
11,2021-10-08,Play in,11.19,Galatasaray_Esports,Beyond_Gaming,Galatasaray_Esports,1
11,2021-10-09,Play in,11.19,Cloud9,PEACE__28-Oceanic_Team_29-,Cloud9,1
11,2021-10-09,Play in,11.19,PEACE__28-Oceanic_Team_29-,Cloud9,Cloud9,0
11,2021-10-09,Play in,11.19,PEACE__28-Oceanic_Team_29-,Cloud9,Cloud9,0
11,2021-10-09,Play in,11.19,Hanwha_Life_Esports,Beyond_Gaming,Hanwha_Life_Esports,1
11,2021-10-09,Play in,11.19,Hanwha_Life_Esports,Beyond_Gaming,Hanwha_Life_Esports,1
11,2021-10-09,Play in,11.19,Beyond_Gaming,Hanwha_Life_Esports,Hanwha_Life_Esports,0
11,2021-10-11,Main,11.19,Rogue__28-European_Team_29-,Cloud9,Rogue__28-European_Team_29-,1
11,2021-10-11,Main,11.19,Team_Liquid,MAD_Lions,Team_Liquid,1
11,2021-10-11,Main,11.19,EDward_Gaming,100_Thieves,EDward_Gaming,1
11,2021-10-11,Main,11.19,T1,DetonatioN_FocusMe,T1,1
11,2021-10-11,Main,11.19,LNG_Esports,Gen_2e-G,Gen_2e-G,0
11,2021-10-11,Main,11.19,Hanwha_Life_Esports,Fnatic,Hanwha_Life_Esports,1
11,2021-10-11,Main,11.19,Royal_Never_Give_Up,PSG_Talon,Royal_Never_Give_Up,1
11,2021-10-11,Main,11.19,DWG_KIA,FunPlus_Phoenix,DWG_KIA,1
11,2021-10-12,Main,11.19,Team_Liquid,LNG_Esports,LNG_Esports,0
11,2021-10-12,Main,11.19,MAD_Lions,Gen_2e-G,MAD_Lions,1
11,2021-10-12,Main,11.19,DetonatioN_FocusMe,100_Thieves,100_Thieves,0
11,2021-10-12,Main,11.19,Cloud9,FunPlus_Phoenix,FunPlus_Phoenix,0
11,2021-10-12,Main,11.19,Fnatic,Royal_Never_Give_Up,Royal_Never_Give_Up,0
11,2021-10-12,Main,11.19,PSG_Talon,Hanwha_Life_Esports,PSG_Talon,1
11,2021-10-12,Main,11.19,Rogue__28-European_Team_29-,DWG_KIA,DWG_KIA,0
11,2021-10-12,Main,11.19,T1,EDward_Gaming,EDward_Gaming,0
11,2021-10-13,Main,11.19,100_Thieves,T1,T1,0
11,2021-10-13,Main,11.19,EDward_Gaming,DetonatioN_FocusMe,EDward_Gaming,1
11,2021-10-13,Main,11.19,DWG_KIA,Cloud9,DWG_KIA,1
11,2021-10-13,Main,11.19,Gen_2e-G,Team_Liquid,Gen_2e-G,1
11,2021-10-13,Main,11.19,PSG_Talon,Fnatic,PSG_Talon,1
11,2021-10-13,Main,11.19,FunPlus_Phoenix,Rogue__28-European_Team_29-,FunPlus_Phoenix,1
11,2021-10-13,Main,11.19,MAD_Lions,LNG_Esports,LNG_Esports,0
11,2021-10-13,Main,11.19,Royal_Never_Give_Up,Hanwha_Life_Esports,Royal_Never_Give_Up,1
11,2021-10-15,Main,11.19,Cloud9,Rogue__28-European_Team_29-,Cloud9,1
11,2021-10-15,Main,11.19,FunPlus_Phoenix,Rogue__28-European_Team_29-,Rogue__28-European_Team_29-,0
11,2021-10-15,Main,11.19,Cloud9,DWG_KIA,DWG_KIA,0
11,2021-10-15,Main,11.19,Rogue__28-European_Team_29-,FunPlus_Phoenix,Rogue__28-European_Team_29-,1
11,2021-10-15,Main,11.19,DWG_KIA,Rogue__28-European_Team_29-,DWG_KIA,1
11,2021-10-15,Main,11.19,FunPlus_Phoenix,Cloud9,Cloud9,0
11,2021-10-15,Main,11.19,Cloud9,Rogue__28-European_Team_29-,Cloud9,1
11,2021-10-15,Main,11.19,FunPlus_Phoenix,DWG_KIA,DWG_KIA,0
11,2021-10-16,Main,11.19,100_Thieves,EDward_Gaming,100_Thieves,1
11,2021-10-16,Main,11.19,DetonatioN_FocusMe,T1,T1,0
11,2021-10-16,Main,11.19,100_Thieves,DetonatioN_FocusMe,100_Thieves,1
11,2021-10-16,Main,11.19,EDward_Gaming,T1,T1,0
11,2021-10-16,Main,11.19,T1,100_Thieves,T1,1
11,2021-10-16,Main,11.19,DetonatioN_FocusMe,EDward_Gaming,EDward_Gaming,0
11,2021-10-17,Main,11.19,Hanwha_Life_Esports,Royal_Never_Give_Up,Royal_Never_Give_Up,0
11,2021-10-17,Main,11.19,Fnatic,PSG_Talon,PSG_Talon,0
11,2021-10-17,Main,11.19,Hanwha_Life_Esports,Royal_Never_Give_Up,Hanwha_Life_Esports,1
11,2021-10-17,Main,11.19,Fnatic,Hanwha_Life_Esports,Hanwha_Life_Esports,0
11,2021-10-17,Main,11.19,PSG_Talon,Royal_Never_Give_Up,Royal_Never_Give_Up,0
11,2021-10-17,Main,11.19,Royal_Never_Give_Up,Fnatic,Fnatic,0
11,2021-10-17,Main,11.19,Hanwha_Life_Esports,PSG_Talon,Hanwha_Life_Esports,1
11,2021-10-18,Main,11.19,Gen_2e-G,MAD_Lions,Gen_2e-G,1
11,2021-10-18,Main,11.19,MAD_Lions,LNG_Esports,MAD_Lions,1
11,2021-10-18,Main,11.19,Gen_2e-G,Team_Liquid,Gen_2e-G,1
11,2021-10-18,Main,11.19,LNG_Esports,MAD_Lions,MAD_Lions,0
11,2021-10-18,Main,11.19,Team_Liquid,Gen_2e-G,Team_Liquid,1
11,2021-10-18,Main,11.19,MAD_Lions,Team_Liquid,MAD_Lions,1
11,2021-10-18,Main,11.19,Gen_2e-G,LNG_Esports,LNG_Esports,0
11,2021-10-18,Main,11.19,LNG_Esports,Team_Liquid,Team_Liquid,0
11,2021-10-18,Main,11.19,Gen_2e-G,MAD_Lions,Gen_2e-G,1
11,2021-10-22,Main,11.19,Hanwha_Life_Esports,T1,T1,0
11,2021-10-22,Main,11.19,Hanwha_Life_Esports,T1,T1,0
11,2021-10-22,Main,11.19,T1,Hanwha_Life_Esports,T1,1
11,2021-10-23,Main,11.19,EDward_Gaming,Royal_Never_Give_Up,EDward_Gaming,1
11,2021-10-23,Main,11.19,EDward_Gaming,Royal_Never_Give_Up,Royal_Never_Give_Up,0
11,2021-10-23,Main,11.19,Royal_Never_Give_Up,EDward_Gaming,EDward_Gaming,0
11,2021-10-23,Main,11.19,EDward_Gaming,Royal_Never_Give_Up,EDward_Gaming,1
11,2021-10-23,Main,11.19,EDward_Gaming,Royal_Never_Give_Up,Royal_Never_Give_Up,0
11,2021-10-24,Main,11.19,MAD_Lions,DWG_KIA,DWG_KIA,0
11,2021-10-24,Main,11.19,MAD_Lions,DWG_KIA,DWG_KIA,0
11,2021-10-24,Main,11.19,DWG_KIA,MAD_Lions,DWG_KIA,1
11,2021-10-25,Main,11.19,Cloud9,Gen_2e-G,Gen_2e-G,0
11,2021-10-25,Main,11.19,Cloud9,Gen_2e-G,Gen_2e-G,0
11,2021-10-25,Main,11.19,Gen_2e-G,Cloud9,Gen_2e-G,1
11,2021-10-30,Main,11.19,T1,DWG_KIA,DWG_KIA,0
11,2021-10-30,Main,11.19,DWG_KIA,T1,DWG_KIA,1
11,2021-10-30,Main,11.19,DWG_KIA,T1,T1,0
11,2021-10-30,Main,11.19,T1,DWG_KIA,T1,1
11,2021-10-30,Main,11.19,DWG_KIA,T1,DWG_KIA,1
11,2021-10-31,Main,11.19,Gen_2e-G,EDward_Gaming,EDward_Gaming,0
11,2021-10-31,Main,11.19,EDward_Gaming,Gen_2e-G,EDward_Gaming,1
11,2021-10-31,Main,11.19,EDward_Gaming,Gen_2e-G,Gen_2e-G,0
11,2021-10-31,Main,11.19,Gen_2e-G,EDward_Gaming,Gen_2e-G,1
11,2021-10-31,Main,11.19,EDward_Gaming,Gen_2e-G,EDward_Gaming,1
11,2021-11-06,Main,11.19,DWG_KIA,EDward_Gaming,EDward_Gaming,0
11,2021-11-06,Main,11.19,EDward_Gaming,DWG_KIA,EDward_Gaming,1
11,2021-11-06,Main,11.19,EDward_Gaming,DWG_KIA,DWG_KIA,0
11,2021-11-06,Main,11.19,DWG_KIA,EDward_Gaming,DWG_KIA,1
11,2021-11-06,Main,11.19,DWG_KIA,EDward_Gaming,EDward_Gaming,0
12,2022-09-29,Play in,12.18,LOUD,Beyond_Gaming,Beyond_Gaming,0
12,2022-09-29,Play in,12.18,Fnatic,Evil_Geniuses_2e-NA,Fnatic,1
12,2022-09-29,Play in,12.18,Isurus,MAD_Lions,MAD_Lions,0
12,2022-09-30,Play in,12.18,DetonatioN_FocusMe,Chiefs_Esports_Club,DetonatioN_FocusMe,1
12,2022-09-30,Play in,12.18,Saigon_Buffalo,Isurus,Saigon_Buffalo,1
12,2022-09-30,Play in,12.18,Evil_Geniuses_2e-NA,LOUD,Evil_Geniuses_2e-NA,1
12,2022-09-30,Play in,12.18,Fnatic,DetonatioN_FocusMe,Fnatic,1
12,2022-09-30,Play in,12.18,DRX,Royal_Never_Give_Up,DRX,1
12,2022-09-30,Play in,12.18,Saigon_Buffalo,Istanbul_Wildcats,Saigon_Buffalo,1
12,2022-09-30,Play in,12.18,DetonatioN_FocusMe,LOUD,LOUD,0
12,2022-09-30,Play in,12.18,Chiefs_Esports_Club,Fnatic,Fnatic,0
12,2022-09-30,Play in,12.18,MAD_Lions,Istanbul_Wildcats,MAD_Lions,1
12,2022-10-01,Play in,12.18,Evil_Geniuses_2e-NA,Chiefs_Esports_Club,Evil_Geniuses_2e-NA,1
12,2022-10-01,Play in,12.18,Beyond_Gaming,DetonatioN_FocusMe,DetonatioN_FocusMe,0
12,2022-10-01,Play in,12.18,MAD_Lions,Saigon_Buffalo,MAD_Lions,1
12,2022-10-01,Play in,12.18,LOUD,Fnatic,LOUD,1
12,2022-10-01,Play in,12.18,Istanbul_Wildcats,DRX,DRX,0
12,2022-10-01,Play in,12.18,MAD_Lions,Royal_Never_Give_Up,Royal_Never_Give_Up,0
12,2022-10-01,Play in,12.18,DRX,Saigon_Buffalo,DRX,1
12,2022-10-01,Play in,12.18,Evil_Geniuses_2e-NA,Beyond_Gaming,Evil_Geniuses_2e-NA,1
12,2022-10-02,Play in,12.18,Istanbul_Wildcats,Isurus,Isurus,0
12,2022-10-02,Play in,12.18,DetonatioN_FocusMe,Evil_Geniuses_2e-NA,DetonatioN_FocusMe,1
12,2022-10-02,Play in,12.18,LOUD,Chiefs_Esports_Club,LOUD,1
12,2022-10-02,Play in,12.18,Beyond_Gaming,Fnatic,Fnatic,0
12,2022-10-02,Play in,12.18,Isurus,DRX,DRX,0
12,2022-10-02,Play in,12.18,Royal_Never_Give_Up,Istanbul_Wildcats,Royal_Never_Give_Up,1
12,2022-10-02,Play in,12.18,Chiefs_Esports_Club,Beyond_Gaming,Beyond_Gaming,0
12,2022-10-02,Play in,12.18,Royal_Never_Give_Up,Isurus,Royal_Never_Give_Up,1
12,2022-10-03,Play in,12.18,LOUD,DetonatioN_FocusMe,DetonatioN_FocusMe,0
12,2022-10-03,Play in,12.18,DetonatioN_FocusMe,LOUD,DetonatioN_FocusMe,1
12,2022-10-03,Play in,12.18,LOUD,DetonatioN_FocusMe,LOUD,1
12,2022-10-03,Play in,12.18,Saigon_Buffalo,MAD_Lions,MAD_Lions,0
12,2022-10-03,Play in,12.18,Saigon_Buffalo,MAD_Lions,MAD_Lions,0
12,2022-10-03,Play in,12.18,MAD_Lions,Saigon_Buffalo,Saigon_Buffalo,0
12,2022-10-03,Play in,12.18,MAD_Lions,Saigon_Buffalo,MAD_Lions,1
12,2022-10-03,Play in,12.18,LOUD,Evil_Geniuses_2e-NA,Evil_Geniuses_2e-NA,0
12,2022-10-03,Play in,12.18,Evil_Geniuses_2e-NA,DetonatioN_FocusMe,Evil_Geniuses_2e-NA,1
12,2022-10-03,Play in,12.18,Royal_Never_Give_Up,Saigon_Buffalo,Royal_Never_Give_Up,1
12,2022-10-03,Play in,12.18,DRX,MAD_Lions,DRX,1
12,2022-10-04,Play in,12.18,Royal_Never_Give_Up,DetonatioN_FocusMe,Royal_Never_Give_Up,1
12,2022-10-04,Play in,12.18,Royal_Never_Give_Up,DetonatioN_FocusMe,Royal_Never_Give_Up,1
12,2022-10-04,Play in,12.18,Royal_Never_Give_Up,DetonatioN_FocusMe,DetonatioN_FocusMe,0
12,2022-10-04,Play in,12.18,Evil_Geniuses_2e-NA,MAD_Lions,Evil_Geniuses_2e-NA,1
12,2022-10-04,Play in,12.18,MAD_Lions,Evil_Geniuses_2e-NA,Evil_Geniuses_2e-NA,0
12,2022-10-04,Play in,12.18,Evil_Geniuses_2e-NA,MAD_Lions,Evil_Geniuses_2e-NA,1
12,2022-10-04,Play in,12.18,LOUD,DetonatioN_FocusMe,DetonatioN_FocusMe,0
12,2022-10-05,Play in,12.18,DetonatioN_FocusMe,Royal_Never_Give_Up,Royal_Never_Give_Up,0
12,2022-10-07,Main,12.18,CTBC_Flying_Oyster,100_Thieves,CTBC_Flying_Oyster,1
12,2022-10-07,Main,12.18,G2_Esports,DWG_KIA,DWG_KIA,0
12,2022-10-07,Main,12.18,Cloud9,Fnatic,Fnatic,0
12,2022-10-08,Main,12.18,Fnatic,T1,Fnatic,1
12,2022-10-08,Main,12.18,Evil_Geniuses_2e-NA,G2_Esports,G2_Esports,0
12,2022-10-08,Main,12.18,Rogue__28-European_Team_29-,DRX,Rogue__28-European_Team_29-,1
12,2022-10-08,Main,12.18,Gen_2e-G,Royal_Never_Give_Up,Royal_Never_Give_Up,0
12,2022-10-08,Main,12.18,T1,EDward_Gaming,T1,1
12,2022-10-08,Main,12.18,JD_Gaming,Evil_Geniuses_2e-NA,JD_Gaming,1
12,2022-10-09,Main,12.18,EDward_Gaming,Fnatic,EDward_Gaming,1
12,2022-10-09,Main,12.18,100_Thieves,Gen_2e-G,Gen_2e-G,0
12,2022-10-09,Main,12.18,GAM_Esports,Rogue__28-European_Team_29-,Rogue__28-European_Team_29-,0
12,2022-10-09,Main,12.18,DWG_KIA,JD_Gaming,JD_Gaming,0
12,2022-10-09,Main,12.18,Top_Esports,GAM_Esports,Top_Esports,1
12,2022-10-09,Main,12.18,EDward_Gaming,Cloud9,EDward_Gaming,1
12,2022-10-10,Main,12.18,DWG_KIA,Evil_Geniuses_2e-NA,DWG_KIA,1
12,2022-10-10,Main,12.18,Rogue__28-European_Team_29-,Top_Esports,Rogue__28-European_Team_29-,1
12,2022-10-10,Main,12.18,JD_Gaming,G2_Esports,JD_Gaming,1
12,2022-10-10,Main,12.18,DRX,Top_Esports,DRX,1
12,2022-10-10,Main,12.18,Royal_Never_Give_Up,CTBC_Flying_Oyster,Royal_Never_Give_Up,1
12,2022-10-10,Main,12.18,Cloud9,T1,T1,0
12,2022-10-11,Main,12.18,GAM_Esports,DRX,DRX,0
12,2022-10-11,Main,12.18,Gen_2e-G,CTBC_Flying_Oyster,Gen_2e-G,1
12,2022-10-11,Main,12.18,100_Thieves,Royal_Never_Give_Up,Royal_Never_Give_Up,0
12,2022-10-13,Main,12.18,EDward_Gaming,T1,T1,0
12,2022-10-13,Main,12.18,T1,Cloud9,T1,1
12,2022-10-13,Main,12.18,Fnatic,EDward_Gaming,EDward_Gaming,0
12,2022-10-13,Main,12.18,Cloud9,EDward_Gaming,EDward_Gaming,0
12,2022-10-13,Main,12.18,T1,Fnatic,T1,1
12,2022-10-13,Main,12.18,Fnatic,Cloud9,Cloud9,0
12,2022-10-14,Main,12.18,Evil_Geniuses_2e-NA,DWG_KIA,DWG_KIA,0
12,2022-10-14,Main,12.18,G2_Esports,JD_Gaming,JD_Gaming,0
12,2022-10-14,Main,12.18,DWG_KIA,G2_Esports,DWG_KIA,1
12,2022-10-14,Main,12.18,Evil_Geniuses_2e-NA,JD_Gaming,JD_Gaming,0
12,2022-10-14,Main,12.18,G2_Esports,Evil_Geniuses_2e-NA,Evil_Geniuses_2e-NA,0
12,2022-10-15,Main,12.18,Top_Esports,Rogue__28-European_Team_29-,Top_Esports,1
12,2022-10-15,Main,12.18,DRX,GAM_Esports,DRX,1
12,2022-10-15,Main,12.18,DRX,Rogue__28-European_Team_29-,DRX,1
12,2022-10-15,Main,12.18,GAM_Esports,Top_Esports,GAM_Esports,1
12,2022-10-15,Main,12.18,Rogue__28-European_Team_29-,GAM_Esports,Rogue__28-European_Team_29-,1
12,2022-10-15,Main,12.18,JD_Gaming,DWG_KIA,JD_Gaming,1
12,2022-10-15,Main,12.18,JD_Gaming,DWG_KIA,DWG_KIA,0
12,2022-10-16,Main,12.18,CTBC_Flying_Oyster,Royal_Never_Give_Up,Royal_Never_Give_Up,0
12,2022-10-16,Main,12.18,Gen_2e-G,100_Thieves,Gen_2e-G,1
12,2022-10-16,Main,12.18,Royal_Never_Give_Up,100_Thieves,Royal_Never_Give_Up,1
12,2022-10-16,Main,12.18,CTBC_Flying_Oyster,Gen_2e-G,Gen_2e-G,0
12,2022-10-16,Main,12.18,100_Thieves,CTBC_Flying_Oyster,100_Thieves,1
12,2022-10-16,Main,12.18,DRX,Rogue__28-European_Team_29-,DRX,1
12,2022-10-16,Main,12.18,Top_Esports,DRX,Top_Esports,1
12,2022-10-17,Main,12.18,Gen_2e-G,Royal_Never_Give_Up,Gen_2e-G,1
12,2022-10-17,Main,12.18,Royal_Never_Give_Up,Gen_2e-G,Gen_2e-G,0
12,2022-10-20,Main,12.18,Rogue__28-European_Team_29-,JD_Gaming,JD_Gaming,0
12,2022-10-20,Main,12.18,Rogue__28-European_Team_29-,JD_Gaming,JD_Gaming,0
12,2022-10-20,Main,12.18,JD_Gaming,Rogue__28-European_Team_29-,JD_Gaming,1
12,2022-10-21,Main,12.18,Royal_Never_Give_Up,T1,T1,0
12,2022-10-21,Main,12.18,Royal_Never_Give_Up,T1,T1,0
12,2022-10-21,Main,12.18,T1,Royal_Never_Give_Up,T1,1
12,2022-10-22,Main,12.18,DWG_KIA,Gen_2e-G,DWG_KIA,1
12,2022-10-22,Main,12.18,DWG_KIA,Gen_2e-G,Gen_2e-G,0
12,2022-10-22,Main,12.18,Gen_2e-G,DWG_KIA,Gen_2e-G,1
12,2022-10-23,Main,12.18,DRX,EDward_Gaming,DRX,1
12,2022-10-23,Main,12.18,DRX,EDward_Gaming,EDward_Gaming,0
12,2022-10-23,Main,12.18,DRX,EDward_Gaming,EDward_Gaming,0
12,2022-10-23,Main,12.18,Gen_2e-G,DWG_KIA,Gen_2e-G,1
12,2022-10-23,Main,12.18,Gen_2e-G,DWG_KIA,DWG_KIA,0
12,2022-10-24,Main,12.18,EDward_Gaming,DRX,DRX,0
12,2022-10-24,Main,12.18,EDward_Gaming,DRX,DRX,0
12,2022-10-29,Main,12.18,JD_Gaming,T1,T1,0
12,2022-10-29,Main,12.18,T1,JD_Gaming,T1,1
12,2022-10-29,Main,12.18,T1,JD_Gaming,JD_Gaming,0
12,2022-10-30,Main,12.18,Gen_2e-G,DRX,DRX,0
12,2022-10-30,Main,12.18,DRX,Gen_2e-G,DRX,1
12,2022-10-30,Main,12.18,Gen_2e-G,DRX,Gen_2e-G,1
12,2022-10-30,Main,12.18,JD_Gaming,T1,T1,0
12,2022-10-31,Main,12.18,Gen_2e-G,DRX,DRX,0
12,2022-11-06,Main,12.18,T1,DRX,DRX,0
12,2022-11-06,Main,12.18,DRX,T1,DRX,1
12,2022-11-06,Main,12.18,T1,DRX,T1,1
12,2022-11-06,Main,12.18,DRX,T1,DRX,1
12,2022-11-06,Main,12.18,T1,DRX,T1,1
